SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,AreaSurveyed_sqm,MeanDepth,IslandDate,Island_Mean_Density,IslandSD,IslandSE,IslandAreaSurveyed,IslandTotalCount,SurveyType,IslandQuads,QuadratsSampled
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2017,2017-06-20,0,0,0,0,200,38.45,2017-07-14,0.1855,0.4985,0.0249,2000,371,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-06-20,105,0.525,0.9089,0.1437,200,38.45,2017-07-14,0.9375,2.277,0.1139,2000,1875,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2016.5,Sargassum horneri,Devil Weed (Juvenile),2017,2017-06-20,85,0.425,1.027,0.1624,200,38.45,2017-07-14,6.3825,16.3027,0.8151,2000,12765,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-06-20,1,0.005,0.0316,0.005,200,38.45,2017-07-14,0.0045,0.0297,0.0015,2000,9,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,11011,Pisaster ochraceus,Ochre Sea Star,2017,2017-06-20,1,0.005,0.0316,0.005,200,38.45,2017-07-14,5e-4,0.01,5e-4,2000,1,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2018,2018-05-08,0,0,0,0,200,38.45,2018-07-21,0.0995,0.2871,0.0144,2000,199,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2018,2018-05-08,0,0,0,0,200,38.45,2018-07-21,0.6625,2.206,0.1103,2000,1325,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-05-08,283,1.415,3.4168,0.5402,200,38.45,2018-07-21,0.3095,1.26,0.063,2000,619,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2016.5,Sargassum horneri,Devil Weed (Juvenile),2018,2018-05-08,225,1.125,2.6946,0.4261,200,38.45,2018-07-21,1.9465,5.3015,0.2651,2000,3893,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-05-08,2,0.01,0.0441,0.007,200,38.45,2018-07-21,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,11011,Pisaster ochraceus,Ochre Sea Star,2018,2018-05-08,0,0,0,0,200,38.45,2018-07-21,0,0,0,2000,0,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-06-03,0,0,0,0,200,38.45,2019-07-10,0.0715,0.2076,0.0104,2000,143,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2019,2019-06-03,0,0,0,0,200,38.45,2019-07-10,0.491,1.0521,0.0526,2000,982,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-06-03,117,0.585,0.8775,0.1387,200,38.45,2019-07-10,0.3145,0.8989,0.0449,2000,629,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2016.5,Sargassum horneri,Devil Weed (Juvenile),2019,2019-06-03,1706,8.53,11.426,1.8066,200,38.45,2019-07-10,10.2875,25.791,1.2895,2000,20575,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-06-03,0,0,0,0,200,38.45,2019-07-10,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,11011,Pisaster ochraceus,Ochre Sea Star,2019,2019-06-03,0,0,0,0,200,38.45,2019-07-10,0,0,0,2000,0,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-08-31,0,0,0,0,200,37,2005-08-07,0.061,0.1782,0.0089,2000,122,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-08-31,0,0,0,0,200,37,2005-08-07,0.0225,0.1001,0.005,2000,45,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-08-31,13,0.065,0.1312,0.0207,200,37,2005-08-07,0.092,0.2011,0.0101,2000,184,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-08-07,0,0,0,0,200,37,2006-07-20,0.0215,0.0993,0.005,2000,43,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-08-07,0,0,0,0,200,37,2006-07-20,0.0045,0.0329,0.0016,2000,9,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-08-07,8,0.04,0.0928,0.0147,200,37,2006-07-20,0.106,0.209,0.0104,2000,212,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-09-18,0,0,0,0,200,37,2007-07-31,0.058,0.17,0.0085,2000,116,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-09-18,0,0,0,0,200,37,2007-07-31,0.089,0.3642,0.0182,2000,178,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-09-18,11,0.055,0.1108,0.0175,200,37,2007-07-31,0.099,0.1889,0.0094,2000,198,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-08-25,0,0,0,0,200,37,2008-07-31,0.0535,0.1603,0.008,2000,107,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-08-25,0,0,0,0,200,37,2008-07-31,0.08,0.2705,0.0135,2000,160,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-08-25,13,0.065,0.1145,0.0181,200,37,2008-07-31,0.104,0.1813,0.0091,2000,208,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-08-31,0,0,0,0,200,37,2009-08-04,0.081,0.213,0.0106,2000,162,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-08-31,0,0,0,0,200,37,2009-08-04,0.273,0.6852,0.0343,2000,546,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-08-31,17,0.085,0.1626,0.0257,200,37,2009-08-04,0.1225,0.2064,0.0103,2000,245,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-09-13,0,0,0,0,200,37,2010-07-23,0.0815,0.1974,0.0099,2000,163,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-09-13,55,0.275,0.8457,0.1337,200,37,2010-07-23,0.2015,0.6246,0.0312,2000,403,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-09-13,0,0,0,0,200,37,2010-07-23,0.0055,0.0477,0.0024,2000,11,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-09-13,0,0,0,0,200,37,2010-07-23,0.281,2.3023,0.1151,2000,562,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-09-13,15,0.075,0.1613,0.0255,200,37,2010-07-23,0.1665,0.2464,0.0123,2000,333,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-08-30,3,0.015,0.0533,0.0084,200,37,2011-07-24,0.043,0.1356,0.0068,2000,86,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-08-30,9,0.045,0.1999,0.0316,200,37,2011-07-24,0.055,0.1681,0.0084,2000,110,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-08-30,0,0,0,0,200,37,2011-07-24,0.5275,2.8134,0.1407,2000,1055,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-08-30,0,0,0,0,200,37,2011-07-24,0.5935,2.6528,0.1326,2000,1187,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-08-30,34,0.17,0.2053,0.0325,200,37,2011-07-24,0.2095,0.2661,0.0133,2000,419,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2012,2012-07-23,4,0.02,0.0758,0.012,200,37,2012-07-23,0.0495,0.1323,0.0066,2000,99,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2012,2012-07-23,1,0.005,0.0316,0.005,200,37,2012-07-23,0.106,0.4495,0.0225,2000,212,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-07-23,0,0,0,0,200,37,2012-07-23,0.0255,0.1659,0.0083,2000,51,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-07-23,0,0,0,0,200,37,2012-07-23,0.1715,0.8253,0.0413,2000,343,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2012,2012-07-23,31,0.155,0.1894,0.0299,200,37,2012-07-23,0.2465,0.3751,0.0188,2000,493,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2012,2012-07-23,4,0.02,0.0608,0.0096,200,37,2012-07-23,0.0085,0.0451,0.0023,2000,17,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-08-28,1,0.005,0.0316,0.005,200,37,2013-07-30,0.0635,0.1793,0.009,2000,127,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2013,2013-08-28,3,0.015,0.0533,0.0084,200,37,2013-07-30,0.1185,0.3904,0.0195,2000,237,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-08-28,0,0,0,0,200,37,2013-07-30,0.0045,0.0385,0.0019,2000,9,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-08-28,5,0.025,0.0809,0.0128,200,37,2013-07-30,1.1095,4.871,0.2435,2000,2219,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-08-28,20,0.1,0.1502,0.0238,200,37,2013-07-30,0.1815,0.3398,0.017,2000,363,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2013,2013-08-28,3,0.015,0.0533,0.0084,200,37,2013-07-30,0.009,0.0461,0.0023,2000,18,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-07-09,1,0.005,0.0316,0.005,200,37,2014-07-19,0.054,0.169,0.0084,2000,108,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2014,2014-07-09,34,0.17,0.3963,0.0627,200,37,2014-07-19,0.1195,0.5816,0.0291,2000,239,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-07-09,28,0.14,0.3485,0.0551,200,37,2014-07-19,0.131,0.6176,0.0309,2000,262,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-07-09,949,4.745,14.9343,2.3613,200,37,2014-07-19,0.832,5.2346,0.2617,2000,1664,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-07-09,0,0,0,0,200,37,2014-07-19,0.001,0.0141,7e-4,2000,2,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2014,2014-07-09,0,0,0,0,200,37,2014-07-19,5e-4,0.01,5e-4,2000,1,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-08-24,19,0.095,0.1632,0.0258,200,37,2015-07-29,0.0555,0.1863,0.0093,2000,111,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2015,2015-08-24,82,0.41,0.496,0.0784,200,37,2015-07-29,0.1145,0.3531,0.0177,2000,229,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-08-24,8,0.04,0.1215,0.0192,200,37,2015-07-29,0.592,2.8339,0.1417,2000,1184,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2015,2015-08-24,8898,44.49,34.7586,5.4958,200,37,2015-07-29,5.993,18.1853,0.9093,2000,11986,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-08-24,0,0,0,0,200,37,2015-07-29,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2015,2015-08-24,0,0,0,0,200,37,2015-07-29,0,0,0,2000,0,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2016,2016-08-08,0,0,0,0,200,37,2016-08-14,0.0605,0.2092,0.0105,2000,121,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2016,2016-08-08,76,0.38,0.5599,0.0885,200,37,2016-08-14,0.2795,0.6973,0.0349,2000,559,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-08-08,71,0.355,0.4992,0.0789,200,37,2016-08-14,0.279,1.0395,0.052,2000,558,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2016,2016-08-08,13625,68.125,71.852,11.3608,200,37,2016-08-14,28.4715,62.4129,3.1206,2000,56943,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-08-08,0,0,0,0,200,37,2016-08-14,0,0,0,2000,0,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2016,2016-08-08,0,0,0,0,200,37,2016-08-14,0,0,0,2000,0,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-06-21,8,0.04,0.1033,0.0163,200,37,2017-07-14,0.0965,0.2339,0.0117,2000,193,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2017,2017-06-21,161,0.805,0.6185,0.0978,200,37,2017-07-14,0.1855,0.4985,0.0249,2000,371,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-06-21,723,3.615,2.9297,0.4632,200,37,2017-07-14,0.9375,2.277,0.1139,2000,1875,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2017,2017-06-21,2183,10.915,9.7359000000000009,1.5394,200,37,2017-07-14,6.3825,16.3027,0.8151,2000,12765,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-06-21,0,0,0,0,200,37,2017-07-14,0.0045,0.0297,0.0015,2000,9,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2017,2017-06-21,0,0,0,0,200,37,2017-07-14,5e-4,0.01,5e-4,2000,1,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2018,2018-08-09,46,0.23,0.2103,0.0332,200,37,2018-07-21,0.0995,0.2871,0.0144,2000,199,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2018,2018-08-09,54,0.27,0.3582,0.0566,200,37,2018-07-21,0.6625,2.206,0.1103,2000,1325,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-08-09,60,0.3,0.3762,0.0595,200,37,2018-07-21,0.3095,1.26,0.063,2000,619,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2018,2018-08-09,354,1.77,2.3021,0.364,200,37,2018-07-21,1.9465,5.3015,0.2651,2000,3893,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-08-09,0,0,0,0,200,37,2018-07-21,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2018,2018-08-09,0,0,0,0,200,37,2018-07-21,0,0,0,2000,0,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-07-08,6,0.03,0.0723,0.0114,200,37,2019-07-10,0.0715,0.2076,0.0104,2000,143,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2019,2019-07-08,520,2.6,1.6261,0.2571,200,37,2019-07-10,0.491,1.0521,0.0526,2000,982,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-07-08,10,0.05,0.2253,0.0356,200,37,2019-07-10,0.3145,0.8989,0.0449,2000,629,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2019,2019-07-08,44,0.22,0.5849,0.0925,200,37,2019-07-10,10.2875,25.791,1.2895,2000,20575,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-07-08,0,0,0,0,200,37,2019-07-10,0.0015,0.0173,9e-4,2000,3,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2019,2019-07-08,0,0,0,0,200,37,2019-07-10,0,0,0,2000,0,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-08-18,0,0,0,0,200,40,2005-08-07,0.061,0.1782,0.0089,2000,122,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-08-18,0,0,0,0,200,40,2005-08-07,0.0225,0.1001,0.005,2000,45,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-08-18,5,0.025,0.067,0.0106,200,40,2005-08-07,0.092,0.2011,0.0101,2000,184,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-06-05,0,0,0,0,200,40,2006-07-20,0.0215,0.0993,0.005,2000,43,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-06-05,0,0,0,0,200,40,2006-07-20,0.0045,0.0329,0.0016,2000,9,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-06-05,13,0.065,0.1528,0.0242,200,40,2006-07-20,0.106,0.209,0.0104,2000,212,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-06-18,0,0,0,0,200,40,2007-07-31,0.058,0.17,0.0085,2000,116,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-06-18,0,0,0,0,200,40,2007-07-31,0.089,0.3642,0.0182,2000,178,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-06-18,12,0.06,0.1033,0.0163,200,40,2007-07-31,0.099,0.1889,0.0094,2000,198,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-07-09,0,0,0,0,200,40,2008-07-31,0.0535,0.1603,0.008,2000,107,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-07-09,0,0,0,0,200,40,2008-07-31,0.08,0.2705,0.0135,2000,160,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-07-09,12,0.06,0.0928,0.0147,200,40,2008-07-31,0.104,0.1813,0.0091,2000,208,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-06-15,0,0,0,0,200,40,2009-08-04,0.081,0.213,0.0106,2000,162,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-06-15,0,0,0,0,200,40,2009-08-04,0.273,0.6852,0.0343,2000,546,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-06-15,29,0.145,0.2309,0.0365,200,40,2009-08-04,0.1225,0.2064,0.0103,2000,245,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-07-12,0,0,0,0,200,40,2010-07-23,0.0815,0.1974,0.0099,2000,163,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-07-12,140,0.7,1.476,0.2334,200,40,2010-07-23,0.2015,0.6246,0.0312,2000,403,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-07-12,11,0.055,0.1431,0.0226,200,40,2010-07-23,0.0055,0.0477,0.0024,2000,11,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-07-12,562,2.81,6.8514,1.0833,200,40,2010-07-23,0.281,2.3023,0.1151,2000,562,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-07-12,18,0.09,0.1566,0.0248,200,40,2010-07-23,0.1665,0.2464,0.0123,2000,333,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-06-28,51,0.255,0.2717,0.043,200,40,2011-07-24,0.043,0.1356,0.0068,2000,86,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-06-28,50,0.25,0.2961,0.0468,200,40,2011-07-24,0.055,0.1681,0.0084,2000,110,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-06-28,1055,5.275,7.4361,1.1758,200,40,2011-07-24,0.5275,2.8134,0.1407,2000,1055,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-06-28,1187,5.935,6.2835,0.9935,200,40,2011-07-24,0.5935,2.6528,0.1326,2000,1187,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-06-28,20,0.1,0.1502,0.0238,200,40,2011-07-24,0.2095,0.2661,0.0133,2000,419,Five_Meter,NA,NA
