SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,QuadratsSampled,AreaSurveyed_sqm,MeanDepth,IslandDate,Island_Mean_Density,IslandSD,IslandSE,IslandQuads,IslandAreaSurveyed,IslandTotalCount,SurveyType
15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0.0708,0.1299,0.0153,72,4320,306,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6001,Stylaster californicus,California Hydrocoral,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,5e-4,0.0028,3e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6002,Urticina lofotensis,White Spotted Rose Anemone,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6006,Lophogorgia chilensis,Red Gorgonian,2014,2014-05-13,3,0.0042,0.0144,0.0042,12,720,24.82,2014-05-27,0.0074,0.014,0.0016,72,4320,32,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6007,Muricea fruticosa,Brown Gorgonian,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,9e-4,0.0038,5e-4,72,4320,4,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6008,Muricea californica,California Golden Gorgonian,2014,2014-05-13,3,0.0042,0.0144,0.0042,12,720,24.82,2014-05-27,0.0106,0.019,0.0022,72,4320,46,Bands
15,SB,Santa Barbara Island,AP,Arch Point,8001,Panulirus interruptus,California Spiny Lobster,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0.0039,0.0136,0.0016,72,4320,17,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9002,Haliotis rufescens,Red Abalone,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9003,Haliotis corrugata,Pink Abalone,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,5e-4,0.0028,3e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9004,Haliotis fulgens,Green Abalone,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9006,Kelletia kelletii,Kellets Whelk,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0.0016,0.008,9e-4,72,4320,7,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9009,Megathura crenulata,Giant Keyhole Limpet,2014,2014-05-13,2,0.0028,0.0065,0.0019,12,720,24.82,2014-05-27,0.0093,0.0172,0.002,72,4320,40,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9010,Crassedoma giganteum,Rock Scallop,2014,2014-05-13,10,0.0139,0.0139,0.004,12,720,24.82,2014-05-27,0.0727,0.1687,0.0199,72,4320,314,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9011,Aplysia californica,California Brown Sea Hare,2014,2014-05-13,177,0.2458,0.1225,0.0354,12,720,24.82,2014-05-27,0.072,0.1127,0.0133,72,4320,311,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9012,Haliotis assimilis,Threaded Abalone,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9013,Haliotis sorenseni,White Abalone,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9015,Cryptochiton stelleri,Gumboot Chiton,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-05-13,2,0.0028,0.0065,0.0019,12,720,24.82,2014-05-27,0.0025,0.0096,0.0011,72,4320,11,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11003,Pycnopodia helianthoides,Sunflower Star,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11004,Lytechinus anamesus,White Urchin,2014,2014-05-13,2,0.0028,0.0065,0.0019,12,720,24.82,2014-05-27,5e-4,0.0028,3e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11011,Pisaster ochraceus,Ochre Star,2014,2014-05-13,0,0,0,0,12,720,24.82,2014-05-27,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-05-11,168,0.2333,0.263,0.0759,12,720,24.82,2015-06-02,2.9169,8.2886,0.9768,72,4320,12601,Bands
15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0.0521,0.0946,0.0111,72,4320,225,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6001,Stylaster californicus,California Hydrocoral,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6002,Urticina lofotensis,White Spotted Rose Anemone,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6006,Lophogorgia chilensis,Red Gorgonian,2015,2015-05-11,1,0.0014,0.0048,0.0014,12,720,24.82,2015-06-02,0.0042,0.0096,0.0011,72,4320,18,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6007,Muricea fruticosa,Brown Gorgonian,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,5e-4,0.0028,3e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6008,Muricea californica,California Golden Gorgonian,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0.0086,0.017,0.002,72,4320,37,Bands
15,SB,Santa Barbara Island,AP,Arch Point,8001,Panulirus interruptus,California Spiny Lobster,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0.0058,0.0146,0.0017,72,4320,25,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9002,Haliotis rufescens,Red Abalone,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9003,Haliotis corrugata,Pink Abalone,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,9e-4,0.0048,6e-4,72,4320,4,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9004,Haliotis fulgens,Green Abalone,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9006,Kelletia kelletii,Kellets Whelk,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0.003,0.0098,0.0012,72,4320,13,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9009,Megathura crenulata,Giant Keyhole Limpet,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0.0032,0.0099,0.0012,72,4320,14,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9010,Crassedoma giganteum,Rock Scallop,2015,2015-05-11,27,0.0375,0.039,0.0113,12,720,24.82,2015-06-02,0.088,0.1295,0.0153,72,4320,380,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9011,Aplysia californica,California Brown Sea Hare,2015,2015-05-11,196,0.2722,0.2275,0.0657,12,720,24.82,2015-06-02,0.0815,0.1616,0.019,72,4320,352,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9012,Haliotis assimilis,Threaded Abalone,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9013,Haliotis sorenseni,White Abalone,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9015,Cryptochiton stelleri,Gumboot Chiton,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,2e-4,0.002,2e-4,72,4320,1,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11003,Pycnopodia helianthoides,Sunflower Star,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11004,Lytechinus anamesus,White Urchin,2015,2015-05-11,73,0.1014,0.1401,0.0404,12,720,24.82,2015-06-02,0.0215,0.0689,0.0081,72,4320,93,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11011,Pisaster ochraceus,Ochre Star,2015,2015-05-11,0,0,0,0,12,720,24.82,2015-06-02,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-05-23,3017,4.1903,4.2798,1.2355,12,720,24.82,2016-05-28,14.4449,16.4853,1.9428,72,4320,62402,Bands
15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0.0375,0.0728,0.0086,72,4320,162,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6001,Stylaster californicus,California Hydrocoral,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6002,Urticina lofotensis,White Spotted Rose Anemone,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6006,Lophogorgia chilensis,Red Gorgonian,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,9e-4,0.0048,6e-4,72,4320,4,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6007,Muricea fruticosa,Brown Gorgonian,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6008,Muricea californica,California Golden Gorgonian,2016,2016-05-23,1,0.0014,0.0048,0.0014,12,720,24.82,2016-05-28,0.0088,0.0158,0.0019,72,4320,38,Bands
15,SB,Santa Barbara Island,AP,Arch Point,8001,Panulirus interruptus,California Spiny Lobster,2016,2016-05-23,3,0.0042,0.0144,0.0042,12,720,24.82,2016-05-28,0.0095,0.0235,0.0028,72,4320,41,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9002,Haliotis rufescens,Red Abalone,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9003,Haliotis corrugata,Pink Abalone,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,9e-4,0.0038,5e-4,72,4320,4,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9004,Haliotis fulgens,Green Abalone,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9006,Kelletia kelletii,Kellets Whelk,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0.0032,0.0099,0.0012,72,4320,14,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9009,Megathura crenulata,Giant Keyhole Limpet,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0.0016,0.0057,7e-4,72,4320,7,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9010,Crassedoma giganteum,Rock Scallop,2016,2016-05-23,17,0.0236,0.0288,0.0083,12,720,24.82,2016-05-28,0.0347,0.0473,0.0056,72,4320,150,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9011,Aplysia californica,California Brown Sea Hare,2016,2016-05-23,104,0.1444,0.1203,0.0347,12,720,24.82,2016-05-28,0.0597,0.0834,0.0098,72,4320,258,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9012,Haliotis assimilis,Threaded Abalone,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9013,Haliotis sorenseni,White Abalone,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9015,Cryptochiton stelleri,Gumboot Chiton,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,5e-4,0.0039,5e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11003,Pycnopodia helianthoides,Sunflower Star,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11004,Lytechinus anamesus,White Urchin,2016,2016-05-23,41,0.0569,0.0625,0.0181,12,720,24.82,2016-05-28,0.022,0.039,0.0046,72,4320,95,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11011,Pisaster ochraceus,Ochre Star,2016,2016-05-23,0,0,0,0,12,720,24.82,2016-05-28,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-05-09,147,0.2042,0.2347,0.0678,12,720,24.82,2017-05-17,1.6785,2.7366,0.3225,72,4320,7251,Bands
15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0.028,0.0622,0.0073,72,4320,121,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6001,Stylaster californicus,California Hydrocoral,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6002,Urticina lofotensis,White Spotted Rose Anemone,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,5e-4,0.0039,5e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6006,Lophogorgia chilensis,Red Gorgonian,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,5e-4,0.0028,3e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6007,Muricea fruticosa,Brown Gorgonian,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,7e-4,0.0044,5e-4,72,4320,3,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6008,Muricea californica,California Golden Gorgonian,2017,2017-05-09,1,0.0014,0.0048,0.0014,12,720,24.82,2017-05-17,0.009,0.0172,0.002,72,4320,39,Bands
15,SB,Santa Barbara Island,AP,Arch Point,8001,Panulirus interruptus,California Spiny Lobster,2017,2017-05-09,3,0.0042,0.0104,0.003,12,720,24.82,2017-05-17,0.0123,0.0256,0.003,72,4320,53,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9002,Haliotis rufescens,Red Abalone,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9003,Haliotis corrugata,Pink Abalone,2017,2017-05-09,1,0.0014,0.0048,0.0014,12,720,24.82,2017-05-17,7e-4,0.0034,4e-4,72,4320,3,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9004,Haliotis fulgens,Green Abalone,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,2e-4,0.002,2e-4,72,4320,1,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9006,Kelletia kelletii,Kellets Whelk,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0.0171,0.0375,0.0044,72,4320,74,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9009,Megathura crenulata,Giant Keyhole Limpet,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,5e-4,0.0028,3e-4,72,4320,2,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9010,Crassedoma giganteum,Rock Scallop,2017,2017-05-09,35,0.0486,0.0446,0.0129,12,720,24.82,2017-05-17,0.0461,0.0594,0.007,72,4320,199,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9011,Aplysia californica,California Brown Sea Hare,2017,2017-05-09,13,0.0181,0.0313,0.009,12,720,24.82,2017-05-17,0.0046,0.0168,0.002,72,4320,20,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9012,Haliotis assimilis,Threaded Abalone,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9013,Haliotis sorenseni,White Abalone,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9015,Cryptochiton stelleri,Gumboot Chiton,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,2e-4,0.002,2e-4,72,4320,1,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11003,Pycnopodia helianthoides,Sunflower Star,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11004,Lytechinus anamesus,White Urchin,2017,2017-05-09,75,0.1042,0.1159,0.0335,12,720,24.82,2017-05-17,0.0815,0.1176,0.0139,72,4320,352,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11011,Pisaster ochraceus,Ochre Star,2017,2017-05-09,0,0,0,0,12,720,24.82,2017-05-17,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-06-04,2,0.0028,0.0065,0.0019,12,720,24.82,2018-06-10,0.4778,0.6818,0.0804,72,4320,2064,Bands
15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0.0296,0.0643,0.0076,72,4320,128,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6001,Stylaster californicus,California Hydrocoral,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6002,Urticina lofotensis,White Spotted Rose Anemone,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6006,Lophogorgia chilensis,Red Gorgonian,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0.0053,0.0195,0.0023,72,4320,23,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6007,Muricea fruticosa,Brown Gorgonian,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,2e-4,0.002,2e-4,72,4320,1,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6008,Muricea californica,California Golden Gorgonian,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0.0076,0.0168,0.002,72,4320,33,Bands
15,SB,Santa Barbara Island,AP,Arch Point,8001,Panulirus interruptus,California Spiny Lobster,2018,2018-06-04,5,0.0069,0.015,0.0043,12,720,24.82,2018-06-10,0.0139,0.0285,0.0034,72,4320,60,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9002,Haliotis rufescens,Red Abalone,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9003,Haliotis corrugata,Pink Abalone,2018,2018-06-04,1,0.0014,0.0048,0.0014,12,720,24.82,2018-06-10,0.0016,0.0064,7e-4,72,4320,7,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9004,Haliotis fulgens,Green Abalone,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0.0016,0.0089,0.0011,72,4320,7,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9006,Kelletia kelletii,Kellets Whelk,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0.0183,0.0423,0.005,72,4320,79,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9009,Megathura crenulata,Giant Keyhole Limpet,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,2e-4,0.002,2e-4,72,4320,1,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9010,Crassedoma giganteum,Rock Scallop,2018,2018-06-04,27,0.0375,0.0396,0.0114,12,720,24.82,2018-06-10,0.0544,0.0715,0.0084,72,4320,235,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9011,Aplysia californica,California Brown Sea Hare,2018,2018-06-04,12,0.0167,0.0213,0.0062,12,720,24.82,2018-06-10,0.0049,0.0133,0.0016,72,4320,21,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11003,Pycnopodia helianthoides,Sunflower Star,2018,2018-06-04,0,0,0,0,12,720,24.82,2018-06-10,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11004,Lytechinus anamesus,White Urchin,2018,2018-06-04,181,0.2514,0.2141,0.0618,12,720,24.82,2018-06-10,0.1065,0.1506,0.0178,72,4320,460,Bands
15,SB,Santa Barbara Island,AP,Arch Point,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-06-17,1,0.0014,0.0048,0.0014,12,720,24.82,2019-06-25,0.2688,0.5159,0.0608,72,4320,1161,Bands
15,SB,Santa Barbara Island,AP,Arch Point,5002,Tethya aurantia,Orange Puffball Sponge,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0.0296,0.0644,0.0076,72,4320,128,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6001,Stylaster californicus,California Hydrocoral,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6002,Urticina lofotensis,White Spotted Rose Anemone,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6006,Lophogorgia chilensis,Red Gorgonian,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0.0354,0.0881,0.0104,72,4320,153,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6007,Muricea fruticosa,Brown Gorgonian,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0.0012,0.0051,6e-4,72,4320,5,Bands
15,SB,Santa Barbara Island,AP,Arch Point,6008,Muricea californica,California Golden Gorgonian,2019,2019-06-17,1,0.0014,0.0048,0.0014,12,720,24.82,2019-06-25,0.0178,0.0352,0.0041,72,4320,77,Bands
15,SB,Santa Barbara Island,AP,Arch Point,8001,Panulirus interruptus,California Spiny Lobster,2019,2019-06-17,11,0.0153,0.0241,0.0069,12,720,24.82,2019-06-25,0.0153,0.0245,0.0029,72,4320,66,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9002,Haliotis rufescens,Red Abalone,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9003,Haliotis corrugata,Pink Abalone,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0.0012,0.0065,8e-4,72,4320,5,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9004,Haliotis fulgens,Green Abalone,2019,2019-06-17,2,0.0028,0.0065,0.0019,12,720,24.82,2019-06-25,0.0014,0.0046,5e-4,72,4320,6,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9006,Kelletia kelletii,Kellets Whelk,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0.0181,0.039,0.0046,72,4320,78,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9009,Megathura crenulata,Giant Keyhole Limpet,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9010,Crassedoma giganteum,Rock Scallop,2019,2019-06-17,41,0.0569,0.0575,0.0166,12,720,24.82,2019-06-25,0.0773,0.1151,0.0136,72,4320,334,Bands
15,SB,Santa Barbara Island,AP,Arch Point,9011,Aplysia californica,California Brown Sea Hare,2019,2019-06-17,11,0.0153,0.0241,0.0069,12,720,24.82,2019-06-25,0.0292,0.0737,0.0087,72,4320,126,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11003,Pycnopodia helianthoides,Sunflower Star,2019,2019-06-17,0,0,0,0,12,720,24.82,2019-06-25,0,0,0,72,4320,0,Bands
15,SB,Santa Barbara Island,AP,Arch Point,11004,Lytechinus anamesus,White Urchin,2019,2019-06-17,4,0.0056,0.0148,0.0043,12,720,24.82,2019-06-25,0.0194,0.0719,0.0085,72,4320,84,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,5002,Tethya aurantia,Orange Puffball Sponge,1986,1986-06-09,1,0.0014,0.0048,0.0014,12,720,25.91,1986-06-18,0.0333,0.0586,0.0098,36,2160,72,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,6001,Stylaster californicus,California Hydrocoral,1986,1986-06-09,0,0,0,0,12,720,25.91,1986-06-18,0,0,0,36,2160,0,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,6002,Urticina lofotensis,White Spotted Rose Anemone,1986,1986-06-09,0,0,0,0,12,720,25.91,1986-06-18,0,0,0,36,2160,0,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,6006,Lophogorgia chilensis,Red Gorgonian,1986,1986-06-09,0,0,0,0,12,720,25.91,1986-06-18,0.0144,0.0236,0.0039,36,2160,31,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,6007,Muricea fruticosa,Brown Gorgonian,1986,1986-06-09,0,0,0,0,12,720,25.91,1986-06-18,0.0065,0.0166,0.0028,36,2160,14,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,8001,Panulirus interruptus,California Spiny Lobster,1986,1986-06-09,5,0.0069,0.0241,0.0069,12,720,25.91,1986-06-18,0.0032,0.0143,0.0024,36,2160,7,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,9002,Haliotis rufescens,Red Abalone,1986,1986-06-09,1,0.0014,0.0048,0.0014,12,720,25.91,1986-06-18,5e-4,0.0028,5e-4,36,2160,1,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,9003,Haliotis corrugata,Pink Abalone,1986,1986-06-09,3,0.0042,0.0075,0.0022,12,720,25.91,1986-06-18,0.0042,0.0083,0.0014,36,2160,9,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,9004,Haliotis fulgens,Green Abalone,1986,1986-06-09,2,0.0028,0.0065,0.0019,12,720,25.91,1986-06-18,9e-4,0.0039,6e-4,36,2160,2,Bands
16,SB,Santa Barbara Island,CAT,Cat Canyon,9006,Kelletia kelletii,Kellets Whelk,1986,1986-06-09,0,0,0,0,12,720,25.91,1986-06-18,5e-4,0.0028,5e-4,36,2160,1,Bands
