IslandCode,IslandName,Species,ScientificName,CommonName,SurveyYear,MeanSize,TotalCount,StandardError,StandardDeviation
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2011,59.1225,710,1,18.2452
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2011,119.6332,627,2,42.591
SC,Santa Cruz Island,11003,Pycnopodia helianthoides,Sunflower Star,2011,263.9787,94,6,60.4931
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2011,42.4947,2278,0,23.2719
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2011,26.5281,2348,0,12.2057
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2012,50.1068,562,1,16.1305
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2012,58.8333,12,19,67.0832
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2012,95.52,50,3,18.7543
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2012,68.433,194,3,34.8816
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2012,74.3738,420,1,16.0557
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2012,101.3105,190,3,39.0975
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2012,59.2159,681,1,17.2673
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2012,117.5663,641,2,41.5474
SC,Santa Cruz Island,11003,Pycnopodia helianthoides,Sunflower Star,2012,222.4676,139,7,82.2771
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2012,42.0295,2240,0,23.09
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2012,29.0308,2626,0,10.6856
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2013,48.9518,581,1,17.1019
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2013,89.7979,94,3,28.3532
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2013,65.6829,164,2,31.2296
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2013,38.64,100,1,8.3346
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2013,74.8655,342,1,15.754
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2013,88.2997,297,2,41.3511
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2013,60.9909,660,1,16.3051
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2013,113.8274,707,1,34.8334
SC,Santa Cruz Island,11003,Pycnopodia helianthoides,Sunflower Star,2013,154.0789,114,10,109.9707
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2013,17.6754,921,0,7.374
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2013,44.23,2161,0,22.7533
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2013,28.208,2312,0,10.1174
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2014,47.4688,608,1,17.2059
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2014,73.9337,166,3,37.7504
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2014,46.5182,467,1,28.4103
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2014,39.8261,115,1,7.7802
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2014,71.5082,244,1,17.3076
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2014,81.7075,400,2,41.1119
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2014,49.522,205,0,5.1844
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2014,61.4933,598,1,14.5735
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2014,66.4545,33,9,49.1211
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2014,18.5222,1149,0,6.0941
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2014,47.9805,2152,1,24.8287
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2014,29.2365,2241,0,11.3525
SC,Santa Cruz Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2015,10.5345,537,0,9.7865
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2015,46.45,320,1,18.2737
SC,Santa Cruz Island,6001,Stylaster californicus,California Hydrocoral,2015,9.6455,110,1,6.35
SC,Santa Cruz Island,6006,Lophogorgia chilensis,Red Gorgonian,2015,33.3283,667,1,16.0415
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2015,49.6667,6,3,8.2381
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2015,62.752,375,2,37.0837
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2015,47.0227,660,1,17.631
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2015,36.8318,107,1,9.0131
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2015,67.1101,545,1,30.7097
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2015,48.619,105,1,5.2576
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2015,59.1331,323,1,15.0934
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2015,72.9412,17,5,19.3664
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2015,50.6633,2153,0,22.3004
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2015,30.1509,2340,0,10.0696
SC,Santa Cruz Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2016,4.3792,807,0,4.5543
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2016,41.3398,256,1,14.0176
SC,Santa Cruz Island,6001,Stylaster californicus,California Hydrocoral,2016,11.6145,83,1,7.1667
SC,Santa Cruz Island,6006,Lophogorgia chilensis,Red Gorgonian,2016,23.7704,758,1,17.4389
SC,Santa Cruz Island,6008,Muricea californica,California Golden Gorgonian,2016,63.7391,69,4,29.143
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2016,25,1,NA,NA
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2016,71.8631,504,1,31.9894
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2016,54.9169,734,1,20.1681
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2016,40.0423,71,1,4.3538
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2016,60.3022,493,1,21.5119
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2016,46.7105,38,1,5.977
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2016,55.9797,295,1,16.4325
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2016,111.6364,11,9,28.5106
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2016,51.8074,1926,1,24.0398
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2016,32.6361,2091,0,9.5262
SC,Santa Cruz Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2017,8.934,712,0,8.0475
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2017,48.1551,245,1,18.0918
SC,Santa Cruz Island,6001,Stylaster californicus,California Hydrocoral,2017,12.2347,98,1,8.5057
SC,Santa Cruz Island,6006,Lophogorgia chilensis,Red Gorgonian,2017,27.0502,617,1,19.8229
SC,Santa Cruz Island,6008,Muricea californica,California Golden Gorgonian,2017,65.7273,44,4,26.3857
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2017,215,1,NA,NA
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2017,90,2,37,52.3259
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2017,66.4413,460,1,26.3565
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2017,53.6693,771,1,20.4229
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2017,42.5195,77,0,3.8717
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2017,63.2288,472,1,23.0906
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2017,43.3684,76,1,8.7755
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2017,50.8726,416,1,18.4526
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2017,91.6667,30,5,26.8474
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2017,14.9368,2216,0,4.7221
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2017,53.5318,2106,1,26.3122
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2017,29.5201,2138,0,13.5333
SC,Santa Cruz Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2018,8.5314,589,0,7.6163
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2018,55.9167,96,2,21.2641
SC,Santa Cruz Island,6001,Stylaster californicus,California Hydrocoral,2018,12.2153,144,1,8.7524
SC,Santa Cruz Island,6006,Lophogorgia chilensis,Red Gorgonian,2018,23.4393,610,1,18.9754
SC,Santa Cruz Island,6008,Muricea californica,California Golden Gorgonian,2018,54,55,5,33.4885
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2018,56.5,2,6,9.1924
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2018,72.3054,501,1,23.8058
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2018,49.5511,880,1,20.1828
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2018,44.4688,64,1,6.4266
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2018,60.5477,555,1,18.8297
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2018,44.6703,91,1,5.4631
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2018,50.4242,422,1,17.5539
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2018,117.3214,28,6,31.1366
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2018,18.2133,1575,0,6.9323
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2018,52.7903,2132,0,22.1545
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2018,29.1671,2232,0,11.3845
SC,Santa Cruz Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2019,5.3324,722,0,5.4202
SC,Santa Cruz Island,6006,Lophogorgia chilensis,Red Gorgonian,2019,26.8182,495,1,19.0335
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2019,73.6833,540,1,22.1289
SC,Santa Cruz Island,11001,Patiria miniata,Bat Star,2019,49.5565,460,1,18.5663
SC,Santa Cruz Island,11005,Strongylocentrotus franciscanus,Red Urchin,2019,61.6984,1996,0,20.6828
SC,Santa Cruz Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2019,32.2098,1973,0,10.7847
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1987,125.8,30,3,15.475
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,1989,71.2105,152,1,17.1818
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,1989,58.1471,102,2,23.402
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,1990,39.6786,28,2,11.0422
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,1990,57.4574,129,2,22.9959
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,1992,76.134,291,1,14.7424
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,1993,79.5015,339,1,23.8129
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,1994,70.1888,392,1,20.0116
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,1995,54.2897,359,1,23.7054
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,1995,67.5138,109,2,18.5675
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,1996,20.6576,625,0,4.2367
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,1997,46.6027,73,2,14.2787
SC,Santa Cruz Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1998,134.375,96,3,25.332
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,1999,78.2977,131,2,26.264
SC,Santa Cruz Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1999,126.6184,207,2,29.7753
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2000,71.768,194,2,25.8676
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2001,30,3,4,6.0828
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2002,110.4167,12,4,12.2805
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2002,80.8037,107,3,28.6559
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2002,21.2219,703,0,3.8177
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2005,57.5782,294,2,29.1718
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2005,73.6182,351,1,11.2756
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2006,72.0159,377,1,12.6321
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2007,39.3333,3,2,3.5119
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2007,73.8876,507,1,15.445
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2007,51.7044,159,0,2.8696
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2007,20.8942,860,0,6.2155
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2009,52.078,141,0,3.8416
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2010,50,1,NA,NA
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2010,77.5903,393,1,13.2822
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2010,51.7273,132,0,4.087
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2013,48.2456,228,0,4.5678
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2014,62.8889,9,17,51.2163
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2015,70.8163,245,1,14.1966
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2015,12.3251,606,0,8.3098
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2016,76.3322,301,1,13.5131
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2016,19.4228,324,0,4.7959
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2017,70.3951,286,1,13.3814
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2018,73.8517,236,1,11.8292
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2019,37.0714,14,4,14.5732
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2019,52.4502,602,1,23.3554
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2019,40.125,8,3,9.8043
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2019,73.4878,41,2,12.0086
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2019,65.9046,461,1,19.4899
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2019,46.1364,44,1,4.7181
SC,Santa Cruz Island,11002,Pisaster giganteus,Giant-spined Sea Star,2019,169.5333,15,10,39.3698
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2019,17.5353,962,0,6.1701
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1986,108.5909,66,4,34.3717
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1989,132.875,16,8,33.1559
SC,Santa Cruz Island,11003,Pycnopodia helianthoides,Sunflower Star,1989,182,1,NA,NA
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1990,26.5,2,6,9.1924
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,1990,69.7953,171,1,19.3217
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,1991,74.8692,107,2,19.4437
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,1994,85.5,2,4,6.364
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2001,82.6531,49,4,28.348
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2002,39.129,31,3,14.5046
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2003,26.9957,234,0,2.3134
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2004,19.2712,306,0,6.061
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2005,22.2092,545,0,4.7959
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2006,48.6,10,1,3.34
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2006,22.6102,1016,0,5.3049
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2008,52.7978,89,0,3.0007
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2009,48,4,3,5.4772
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2009,21.9295,298,0,6.5822
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2010,93.6757,74,2,20.751
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2010,21.0837,526,0,5.9542
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2011,45,1,NA,NA
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2011,52.1532,124,0,4.6012
SC,Santa Cruz Island,9014,Tegula regina,Queen Tegula,2012,49.9231,65,1,7.1312
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2012,19.1551,767,0,6.967
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,1989,130.6667,3,50,86.3153
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2003,29,1,NA,NA
SC,Santa Cruz Island,9009,Megathura crenulata,Giant Keyhole Limpet,2003,70.875,56,1,10.1176
SC,Santa Cruz Island,9007,Megastraea undosa,Wavy Turban Snail,2004,82.35,120,1,15.361
SC,Santa Cruz Island,9010,Crassedoma giganteum,Rock Scallop,2005,84.7068,474,1,29.233
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2009,36,1,NA,NA
SC,Santa Cruz Island,11004,Lytechinus anamesus,White Urchin,2011,18.5773,705,0,6.8687
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2015,30,1,NA,NA
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2019,120.3333,3,24,41.0528
SC,Santa Cruz Island,9004,Haliotis fulgens,Green Abalone,2019,134.5,6,18,43.8577
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,1987,193,1,NA,NA
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,1988,136,2,2,2.8284
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1991,132.76,25,2,9.7906
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,1992,49.0476,21,4,20.2743
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1992,128.2667,15,11,43.991
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,1993,45.5556,27,3,16.5281
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1993,132.1,30,4,21.1666
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1994,153.4286,7,7,17.4342
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1995,136.25,8,5,15.4249
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,1996,43.6,5,9,20.9595
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,1996,99,1,NA,NA
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1996,132,5,16,35.2775
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1997,139.1667,6,6,15.5874
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1998,141.3333,6,6,15.3058
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,1999,146.5,2,10,14.8492
SC,Santa Cruz Island,9006,Kelletia kelletii,Kellets Whelk,2000,84.5,2,26,37.4767
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2004,63,1,NA,NA
SC,Santa Cruz Island,5002,Tethya aurantia,Orange Puffball Sponge,2005,47.5759,224,1,19.4483
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2005,139,1,NA,NA
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2005,33,1,NA,NA
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2005,33,5,3,7.4162
SC,Santa Cruz Island,9012,Haliotis assimilis,Threaded Abalone,2005,135,1,NA,NA
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2006,183,1,NA,NA
SC,Santa Cruz Island,9012,Haliotis assimilis,Threaded Abalone,2006,137,1,NA,NA
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2011,37.8182,11,4,14.8984
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2012,86,1,NA,NA
SC,Santa Cruz Island,9008,Lithopoma gibberosa,Red Turban Snail,2012,31.5,18,3,11.9472
SC,Santa Cruz Island,9012,Haliotis assimilis,Threaded Abalone,2012,71,1,NA,NA
SC,Santa Cruz Island,9002,Haliotis rufescens,Red Abalone,2013,54.3333,3,12,20.7926
SC,Santa Cruz Island,9003,Haliotis corrugata,Pink Abalone,2013,122,1,NA,NA
SC,Santa Cruz Island,9012,Haliotis assimilis,Threaded Abalone,2014,124,1,NA,NA
SC,Santa Cruz Island,6008,Muricea californica,California Golden Gorgonian,2015,67.9184,49,3,20.6113
SC,Santa Cruz Island,6008,Muricea californica,California Golden Gorgonian,2019,48.9459,74,3,29.2991
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,1985,122.6146,96,3,29.2749
AN,Anacapa Island,9005,Cypraea spadicea,Chestnut Cowrie,1985,44.7931,87,1,5.9536
AN,Anacapa Island,9006,Kelletia kelletii,Kellets Whelk,1985,96.9655,29,3,18.5289
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1985,72.3556,90,3,25.8158
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1985,81.5349,86,2,15.612
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,1985,66.0841,107,2,22.6412
AN,Anacapa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1985,70.7094,320,2,33.9461
AN,Anacapa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1985,38.1053,323,1,17.7441
AN,Anacapa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1985,105.4545,110,2,25.5449
AN,Anacapa Island,5002,Tethya aurantia,Orange Puffball Sponge,1986,56.24,25,2,12.2109
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,1986,118.8101,79,5,45.3564
AN,Anacapa Island,9005,Cypraea spadicea,Chestnut Cowrie,1986,40.8971,68,1,7.8667
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1986,66.3465,101,2,19.1115
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1986,83.3117,77,3,25.3259
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,1986,67.1795,117,2,18.86
AN,Anacapa Island,11001,Patiria miniata,Bat Star,1986,41.2955,44,3,21.3243
AN,Anacapa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1986,176.3913,23,9,41.489
AN,Anacapa Island,11004,Lytechinus anamesus,White Urchin,1986,27.3694,111,0,2.4381
AN,Anacapa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1986,71.7417,302,2,31.8369
AN,Anacapa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1986,33.6975,314,1,16.1914
AN,Anacapa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1986,117.2043,93,2,23.0955
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,1987,84.7123,73,5,43.8227
AN,Anacapa Island,9005,Cypraea spadicea,Chestnut Cowrie,1987,42.0741,81,1,5.5941
AN,Anacapa Island,9006,Kelletia kelletii,Kellets Whelk,1987,48.6792,53,3,24.9382
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1987,51.7755,98,2,15.4223
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,1987,69.2149,121,2,21.7582
AN,Anacapa Island,11001,Patiria miniata,Bat Star,1987,31.4474,38,3,20.7699
AN,Anacapa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1987,143.4444,9,25,75.4671
AN,Anacapa Island,11004,Lytechinus anamesus,White Urchin,1987,24.5894,151,0,4.2744
AN,Anacapa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1987,73.1067,300,2,31.199
AN,Anacapa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1987,33.3506,328,1,15.8283
AN,Anacapa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1987,102.4299,107,2,22.8135
AN,Anacapa Island,9002,Haliotis rufescens,Red Abalone,1988,125,3,4,7.5498
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,1988,110.5,26,6,28.5507
AN,Anacapa Island,9006,Kelletia kelletii,Kellets Whelk,1988,100,16,3,13.1859
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1988,68.375,64,2,17.2714
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1988,84.4615,39,2,15.1377
AN,Anacapa Island,11001,Patiria miniata,Bat Star,1988,41.2353,102,2,15.8265
AN,Anacapa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1988,128.5484,31,6,34.17
AN,Anacapa Island,11004,Lytechinus anamesus,White Urchin,1988,27.5039,127,0,2.5507
AN,Anacapa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1988,69.789,237,2,36.7755
AN,Anacapa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1988,41.617,282,1,12.5973
AN,Anacapa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1988,105.2174,138,1,16.6202
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,1989,123.9813,107,3,30.5704
AN,Anacapa Island,9005,Cypraea spadicea,Chestnut Cowrie,1989,41.7126,87,1,6.2931
AN,Anacapa Island,9006,Kelletia kelletii,Kellets Whelk,1989,110.4444,18,3,13.6176
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1989,70.3333,93,2,19.5344
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1989,60.5455,33,6,33.4889
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,1989,73.5966,119,3,27.7587
