SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanSize,TotalCount,StandardError,StandardDeviation,IslandDate,IslandTotalCount,Island_Mean,IslandSD,IslandSE,MeanDepth
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11006,Strongylocentrotus purpuratus,Purple Urchin,2016,2016-08-25,39.58173076923077,208,0.575531385878132,8.300431689689825,2016-08-19,2091,32.636059301769485,7.863833728147057,0.18151965748157195,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-08-08,6.088541666666667,192,0.4408199551368569,6.108180474298154,2017-06-30,712,8.933988764044944,6.553358908813639,0.22891374137961185,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,5002,Tethya aurantia,Orange Puffball Sponge,2017,2017-08-08,58.333333333333336,3,8.848519440917576,15.326085243430198,2017-06-28,245,48.155102040816324,17.633997283591185,0.9791476695218952,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,6006,Lophogorgia chilensis,Red Gorgonian,2017,2017-08-08,4,1,0,0,2017-07-25,617,27.050243111831442,14.310842840910112,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9006,Kelletia kelletii,Kellets Whelk,2017,2017-08-08,51.35294117647059,17,3.3923802021269105,13.987141895623441,2017-07-15,460,66.44130434782609,20.154465254209306,0.6521538535604199,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9007,Megastraea undosa,Wavy Turban Snail,2017,2017-08-08,50.11764705882353,85,2.3496690050167865,21.662877851675407,2017-07-28,771,53.6692607003891,18.40150280837747,0.7801694890655193,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9009,Megathura crenulata,Giant Keyhole Limpet,2017,2017-08-08,30,1,0,0,2017-07-23,286,70.3951048951049,11.287526609691804,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9010,Crassedoma giganteum,Rock Scallop,2017,2017-08-08,62.15217391304348,46,2.581372744680538,17.50772176386918,2017-07-15,472,63.228813559322035,21.813958032074833,0.8058582136522016,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9014,Tegula regina,Queen Tegula,2017,2017-08-08,41,1,0,0,2017-07-28,76,43.36842105263158,8.347877559125937,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-08-08,91.66666666666667,3,11.588627886695487,20.07209228976613,2017-07-05,30,91.66666666666667,19.168923262604476,3.664645907810143,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11005,Strongylocentrotus franciscanus,Red Urchin,2017,2017-08-08,63.51111111111111,180,1.4295058476445388,19.17883349739988,2017-07-19,2106,53.5318138651472,22.53834086825802,0.41791985577431173,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11006,Strongylocentrotus purpuratus,Purple Urchin,2017,2017-08-08,37.44776119402985,201,0.8951035711151676,12.690283330471717,2017-07-18,2138,29.520112254443404,11.356461543736243,0.2744526750050399,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,Macrocystis pyrifera,Giant Kelp (Adult),2018,2018-08-06,5.18125,160,0.4057084732099824,5.131851365491795,2018-07-14,589,8.531409168081494,6.9003548438614075,0.211454251726006,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,6006,Lophogorgia chilensis,Red Gorgonian,2018,2018-08-06,3,1,0,0,2018-07-21,610,23.439344262295084,15.091100554600766,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9006,Kelletia kelletii,Kellets Whelk,2018,2018-08-06,62.42857142857143,7,4.737420045557143,12.534035296596485,2018-07-12,501,72.30538922155688,17.113508722068666,0.559979399422067,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9007,Megastraea undosa,Wavy Turban Snail,2018,2018-08-06,57.18571428571428,70,2.959405128940809,24.760159737046965,2018-08-04,880,49.55113636363637,17.91394871458439,0.8346648144642485,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9010,Crassedoma giganteum,Rock Scallop,2018,2018-08-06,51.86764705882353,68,1.6470462725053179,13.581891503638548,2018-07-26,555,60.54774774774775,17.86319629198173,0.5765191867080737,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9014,Tegula regina,Queen Tegula,2018,2018-08-06,50,1,0,0,2018-08-16,91,44.67032967032967,4.953076522018112,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-08-06,161,1,0,0,2018-06-18,28,117.32142857142857,22.180009155147996,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11005,Strongylocentrotus franciscanus,Red Urchin,2018,2018-08-06,63.25179856115108,139,1.6254246943823007,19.163474522068892,2018-07-27,2132,52.79033771106942,20.074746546044235,0.415031111516063,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11006,Strongylocentrotus purpuratus,Purple Urchin,2018,2018-08-06,39.19806763285024,207,0.8303401995279771,11.946515111910138,2018-07-27,2232,29.1671146953405,10.065329638490516,0.25286815607038043,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,2002,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-06-06,6.676646706586826,167,0.4765857287355966,6.158844923469938,2019-07-02,722,5.332409972299169,4.628539025715647,0.2292084741927335,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,6006,Lophogorgia chilensis,Red Gorgonian,2019,2019-06-06,5,2,0.7071067811865475,1,2019-07-13,495,26.818181818181817,16.149051146986356,0.044946657497549475,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9003,Haliotis corrugata,Pink Abalone,2019,2019-06-06,75,1,0,0,2019-06-28,3,120.33333333333333,9.797958971132712,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9004,Haliotis fulgens,Green Abalone,2019,2019-06-06,117.5,4,19.42453345643081,38.84906691286162,2019-06-06,6,134.5,32.01431971269523,15.860065153291984,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9006,Kelletia kelletii,Kellets Whelk,2019,2019-06-06,67.03225806451613,31,2.5759973755035,14.342546386072053,2019-07-10,540,73.68333333333334,17.45193468606283,0.6172049255051604,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9007,Megastraea undosa,Wavy Turban Snail,2019,2019-06-06,47.0375,80,2.608426474308793,23.33047564345828,2019-07-03,602,52.45016611295681,16.82017051096976,0.9508791995182205,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,9010,Crassedoma giganteum,Rock Scallop,2019,2019-06-06,61.1044776119403,67,2.4520470604224274,20.07087020279041,2019-07-06,461,65.90455531453362,18.430148726098466,0.9347936200796204,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11001,Patiria miniata,Bat Star,2019,2019-06-06,19,1,0,0,2019-07-24,460,49.55652173913043,14.88550002378566,0,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-06-06,198.66666666666666,3,2.8803291992923823,4.988876515698588,2019-06-12,15,169.53333333333333,18.829704665176713,1.288122377439061,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11005,Strongylocentrotus franciscanus,Red Urchin,2019,2019-06-06,68.13013698630137,146,1.4932532231548006,18.04304734559773,2019-07-11,1996,61.69839679358717,18.3625010395164,0.40385886485650785,15.45
9,SC,Santa Cruz Island,SA,Scorpion Anchorage,11006,Strongylocentrotus purpuratus,Purple Urchin,2019,2019-06-06,41.78468899521531,209,0.7702801104568308,11.135810376895162,2019-07-09,1973,32.209832742017234,8.9516881318067,0.25070228045699655,15.45
10,SC,Santa Cruz Island,YB,Yellow Banks,5002,Tethya aurantia,Orange Puffball Sponge,1986,1986-06-09,55.72727272727273,33,2.5983934880211788,14.926634172294122,1986-06-09,95,52.48421052631579,14.902747125781659,1.5314403530268272,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9003,Haliotis corrugata,Pink Abalone,1986,1986-06-09,120.9375,32,4.614417263283361,26.10308590473548,1986-06-09,66,108.5909090909091,29.836991903651846,3.2130677631754945,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9005,Cypraea spadicea,Chestnut Cowrie,1986,1986-06-09,41.857142857142854,35,1.5439905134227212,9.134371061757758,1986-06-09,153,45.31372549019608,6.740044367329868,0.7384701315924035,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9006,Kelletia kelletii,Kellets Whelk,1986,1986-06-09,94.375,24,3.634237511730166,17.8040550156418,1986-06-09,43,98,18.140850015269013,2.715092936008414,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9007,Megastraea undosa,Wavy Turban Snail,1986,1986-06-09,55.1875,32,4.890088329180516,27.6625169453179,1986-06-09,167,57.90419161676647,19.05552641298847,2.1405898282656235,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9009,Megathura crenulata,Giant Keyhole Limpet,1986,1986-06-09,65.83333333333333,24,3.311735586153066,16.224124698183942,1986-06-09,146,78.51369863013699,14.741522478345722,1.3427181137636146,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9010,Crassedoma giganteum,Rock Scallop,1986,1986-06-09,106,2,18.384776310850235,26,1986-06-09,142,65.11267605633803,27.44366940349063,2.181871531571392,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11001,Patiria miniata,Bat Star,1986,1986-06-09,47.083333333333336,12,6.627445390752564,22.958144282343223,1986-06-09,79,52.65822784810127,17.210372591396673,2.5829930359778337,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1986,1986-06-09,66.86111111111111,36,3.1608505989553386,18.96510359373203,1986-06-09,131,100.38167938931298,35.47034666548537,1.6569887944840505,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11004,Lytechinus anamesus,White Urchin,1986,1986-06-09,20.387096774193548,124,0.3143526617005658,3.500483094354344,1986-06-09,478,19.788702928870293,4.3162630076493205,0.16010837003267506,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11005,Strongylocentrotus franciscanus,Red Urchin,1986,1986-06-09,43.104,125,1.385447751450772,15.489776757590795,1986-06-09,526,50.42205323193917,23.87810644773507,0.6753863617534674,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11006,Strongylocentrotus purpuratus,Purple Urchin,1986,1986-06-09,29.91588785046729,107,0.9889000070378636,10.229261212784875,1986-06-09,535,25.844859813084113,9.89400833195733,0.4422495277373367,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11007,Parastichopus parvimensis,Warty Sea Cucumber,1986,1986-06-09,130,32,5.340002340823457,30.20761493398643,1986-06-09,164,126.28048780487805,23.90985861176376,2.358818430961549,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,5002,Tethya aurantia,Orange Puffball Sponge,1987,1987-06-22,51.333333333333336,6,3.6641405439646997,8.975274678557506,1987-06-22,13,45.53846153846154,9.199219587858583,2.4892933126855894,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9002,Haliotis rufescens,Red Abalone,1987,1987-06-22,193,1,0,0,1987-06-22,1,193,0,0,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9003,Haliotis corrugata,Pink Abalone,1987,1987-06-22,125,20,3.2680269276736382,14.615060725156088,1987-06-22,30,125.8,13.029311684159028,2.6683328128252666,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9005,Cypraea spadicea,Chestnut Cowrie,1987,1987-06-22,40.36363636363637,11,2.651282949297408,8.793310755886361,1987-06-22,148,46.5472972972973,5.149874958331491,0.7228056916645119,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9006,Kelletia kelletii,Kellets Whelk,1987,1987-06-22,100.7,10,2.5575378785073735,8.087644898238299,1987-06-22,48,101.66666666666667,15.865858076028784,1.1673509897769965,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9007,Megastraea undosa,Wavy Turban Snail,1987,1987-06-22,82.96551724137932,29,5.194088553957395,27.97102288591151,1987-06-22,155,64.46451612903226,14.9922980909766,2.246686623113828,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9009,Megathura crenulata,Giant Keyhole Limpet,1987,1987-06-22,89.1875,32,1.402033609507097,7.931099781871364,1987-06-22,178,77.46629213483146,11.36819804215781,0.5944610615100752,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9010,Crassedoma giganteum,Rock Scallop,1987,1987-06-22,43,1,0,0,1987-06-22,67,74.74626865671642,25.57605395003416,0,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11001,Patiria miniata,Bat Star,1987,1987-06-22,29.75,4,2.3284920012746446,4.656984002549289,1987-06-22,91,43.23076923076923,13.793492142019872,0.48818457147289673,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1987,1987-06-22,62,21,3.5411414176339444,16.22754859285078,1987-06-22,108,96.46296296296296,35.45505718939018,1.5614965913950218,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11004,Lytechinus anamesus,White Urchin,1987,1987-06-22,18.271929824561404,114,0.5069970686874165,5.413247375926039,1987-06-22,344,19.421511627906977,4.115594264370209,0.2918627382911703,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11005,Strongylocentrotus franciscanus,Red Urchin,1987,1987-06-22,62.091743119266056,109,1.532002483965063,15.994575505007578,1987-06-22,531,49.4482109227872,20.80845712651049,0.6941054555324991,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11006,Strongylocentrotus purpuratus,Purple Urchin,1987,1987-06-22,32.05263157894737,114,0.7601617031307293,8.116305988524191,1987-06-22,535,28.080373831775702,7.28552329564918,0.3508985073047453,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11007,Parastichopus parvimensis,Warty Sea Cucumber,1987,1987-06-22,120,31,3.3832543489359725,18.837162994395396,1987-06-22,159,121.88679245283019,20.106987602213792,1.4938841983136413,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,5002,Tethya aurantia,Orange Puffball Sponge,1988,1988-06-20,53.25,28,1.9170455851414185,10.144051740516987,1988-06-20,75,54.053333333333335,14.369555234837952,1.1713342006121947,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9002,Haliotis rufescens,Red Abalone,1988,1988-06-20,136,2,1.414213562373095,2,1988-06-20,2,136,2,1.414213562373095,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9003,Haliotis corrugata,Pink Abalone,1988,1988-06-20,121.81818181818181,11,4.825582963657707,16.00464808518383,1988-06-20,12,114.41666666666667,15.32328392685557,4.620143940133057,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9005,Cypraea spadicea,Chestnut Cowrie,1988,1988-06-20,40.76190476190476,21,0.9255868075678215,4.241571607932067,1988-06-20,142,44.647887323943664,4.498263485341454,0.35594478232571036,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9006,Kelletia kelletii,Kellets Whelk,1988,1988-06-20,104.67857142857143,28,2.3112709483099243,12.230096283432964,1988-06-20,88,102.27272727272727,13.073089642445767,1.3037326443629982,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9007,Megastraea undosa,Wavy Turban Snail,1988,1988-06-20,89.33333333333333,36,3.69225081073628,22.15350486441768,1988-06-20,174,69.28735632183908,12.755863502356968,1.6794528696130762,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9009,Megathura crenulata,Giant Keyhole Limpet,1988,1988-06-20,75.32352941176471,34,1.4085260574040943,8.213047683359385,1988-06-20,190,71.15263157894736,10.91030680454764,0.5958371035298285,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11001,Patiria miniata,Bat Star,1988,1988-06-20,56.333333333333336,24,4.842185380513562,23.721766844445256,1988-06-20,154,55.44805194805195,15.717564124348488,1.9115544470509869,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1988,1988-06-20,75.65853658536585,41,2.8522218097041483,18.263130600251213,1988-06-20,157,117.5859872611465,38.26997156467701,1.4575565001379784,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11004,Lytechinus anamesus,White Urchin,1988,1988-06-20,20.774834437086092,151,0.3550523996819767,4.362956931314983,1988-06-20,367,20.86376021798365,4.328519689148136,0.2277444979819736,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11005,Strongylocentrotus franciscanus,Red Urchin,1988,1988-06-20,63.73913043478261,92,3.0817036433242917,29.55866295632459,1988-06-20,508,47.79133858267716,17.927400729903702,1.3114535991965788,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11006,Strongylocentrotus purpuratus,Purple Urchin,1988,1988-06-20,32.32,100,0.7722538442766084,7.7225384427660835,1988-06-20,608,28.03125,5.882647048937209,0.313190290230615,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11007,Parastichopus parvimensis,Warty Sea Cucumber,1988,1988-06-20,108.0952380952381,42,2.135917207488239,13.842325574998698,1988-06-20,179,124.1340782122905,21.665675910894983,1.0346239900051646,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,5002,Tethya aurantia,Orange Puffball Sponge,1989,1989-06-19,52.5,26,3.384724648585992,17.258777031278452,1989-06-19,63,49.01587301587302,14.126145864196944,2.1744015218036385,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9002,Haliotis rufescens,Red Abalone,1989,1989-06-19,180.5,2,0.35355339059327373,0.5,1989-06-19,3,130.66666666666666,0.408248290463863,0.2886751345948129,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9003,Haliotis corrugata,Pink Abalone,1989,1989-06-19,139.73333333333332,15,4.807833114747147,18.620657584760234,1989-06-19,16,132.875,18.029374180301804,4.655164396190059,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9005,Cypraea spadicea,Chestnut Cowrie,1989,1989-06-19,44.1875,16,2.0695311025386887,8.278124410154755,1989-06-19,125,45.928,7.658087228544736,0.7404179562922553,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9006,Kelletia kelletii,Kellets Whelk,1989,1989-06-19,111.63636363636364,11,6.6955921448216325,22.20676689362431,1989-06-19,48,109,13.222691859475235,3.205270710966316,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9007,Megastraea undosa,Wavy Turban Snail,1989,1989-06-19,95.93333333333334,30,3.6441531048862164,19.959848585486704,1989-06-19,152,71.21052631578948,11.941875731641781,1.618957501546247,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9009,Megathura crenulata,Giant Keyhole Limpet,1989,1989-06-19,73.5,20,2.65,11.851160280748886,1989-06-19,110,73.3,13.164573212626086,1.1299637966847353,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11001,Patiria miniata,Bat Star,1989,1989-06-19,58.870370370370374,54,2.292566609123428,16.846855181085147,1989-06-19,270,58.44074074074074,15.85462181116599,1.0252669561892351,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1989,1989-06-19,66.79411764705883,34,2.0115494431464205,11.72924803708963,1989-06-19,146,116.02739726027397,39.21642101847429,0.9707194744373142,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11004,Lytechinus anamesus,White Urchin,1989,1989-06-19,19.56551724137931,145,0.33965972944304434,4.090044756695421,1989-06-19,528,19.115530303030305,3.7879218752267194,0.17799635099985783,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11005,Strongylocentrotus franciscanus,Red Urchin,1989,1989-06-19,40.8728813559322,118,3.1729009716674517,34.4665267755394,1989-06-19,501,47.091816367265466,22.376414870022472,1.5398508546702474,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11006,Strongylocentrotus purpuratus,Purple Urchin,1989,1989-06-19,29.98095238095238,105,1.1880723122041112,12.174118489555308,1989-06-19,628,28.280254777070063,7.1587858373121325,0.4858002148234435,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11007,Parastichopus parvimensis,Warty Sea Cucumber,1989,1989-06-19,90,32,2.8641098093473993,16.20185174601965,1989-06-19,153,106.9281045751634,19.37515222009751,1.3098420799889596,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,5002,Tethya aurantia,Orange Puffball Sponge,1990,1990-06-18,50.666666666666664,9,2.3200681130912333,6.9602043392737,1990-06-18,28,39.67857142857143,7.716265347676356,1.3153549825650601,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9005,Cypraea spadicea,Chestnut Cowrie,1990,1990-06-18,38.13333333333333,15,1.8375507047677875,7.116803277377343,1990-06-18,142,43.46478873239437,5.029401187928526,0.5972288641039848,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9006,Kelletia kelletii,Kellets Whelk,1990,1990-06-18,96.26530612244898,49,1.3689529131678362,9.582670392174853,1990-06-18,71,95.32394366197182,9.904768133859484,1.1372537457950413,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9007,Megastraea undosa,Wavy Turban Snail,1990,1990-06-18,91.83636363636364,55,2.2301856478872053,16.539499427803552,1990-06-18,171,69.7953216374269,11.779391320089983,1.264807133027096,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9009,Megathura crenulata,Giant Keyhole Limpet,1990,1990-06-18,90.91666666666667,36,1.7070907856986646,10.242544714191988,1990-06-18,148,76.46621621621621,15.275287396572102,0.8419319892215016,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11001,Patiria miniata,Bat Star,1990,1990-06-18,65.86206896551724,29,3.0879783542191683,16.62927235833419,1990-06-18,269,58.18959107806691,16.98410088131309,1.0139046301976697,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1990,1990-06-18,84.29629629629629,27,8.822097025391292,45.84096083183993,1990-06-18,211,129.02369668246445,35.37838526986506,3.1558218899175627,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11004,Lytechinus anamesus,White Urchin,1990,1990-06-18,20.385135135135137,148,0.40647647349754285,4.9449997248772215,1990-06-18,532,21.5,3.5911351013401256,0.21439292803675344,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11005,Strongylocentrotus franciscanus,Red Urchin,1990,1990-06-18,47.92727272727273,55,2.522081594089032,18.7042577024149,1990-06-18,473,42.501057082452434,14.361168182964779,0.8600226854256942,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11006,Strongylocentrotus purpuratus,Purple Urchin,1990,1990-06-18,32.16949152542373,118,1.2700732461820077,13.796526881021242,1990-06-18,629,25.864864864864863,7.476209057415106,0.550103551429453,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11007,Parastichopus parvimensis,Warty Sea Cucumber,1990,1990-06-18,93.25581395348837,43,2.6253523337689315,17.215586533322554,1990-06-18,206,114.07766990291262,18.841914824037755,1.1994667498160003,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9003,Haliotis corrugata,Pink Abalone,1991,1991-06-17,132.76,25,1.9185661312553186,9.592830656276593,1991-06-17,25,132.76,9.592830656276593,1.9185661312553186,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9006,Kelletia kelletii,Kellets Whelk,1991,1991-06-17,103.15384615384616,39,1.8889409496575527,11.796432449704186,1991-06-17,79,98.88607594936708,12.742360293985302,1.3272023423253316,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9007,Megastraea undosa,Wavy Turban Snail,1991,1991-06-17,90.90322580645162,31,3.970063532364274,22.104378253668877,1991-06-17,107,74.86915887850468,15.933787985827525,2.1369109025489164,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9009,Megathura crenulata,Giant Keyhole Limpet,1991,1991-06-17,67.77272727272727,22,3.900588967067347,18.295383963726078,1991-06-17,167,68.16167664670658,10.638895559149418,1.4157393159263723,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11001,Patiria miniata,Bat Star,1991,1991-06-17,47.97959183673469,49,3.0056852690567992,21.039796883397596,1991-06-17,268,53.041044776119406,17.371407337959475,1.2852101473071034,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1991,1991-06-17,68.87878787878788,33,3.804390092710816,21.8545572194459,1991-06-17,203,123.90147783251231,33.230383014315684,1.5338892119614118,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11004,Lytechinus anamesus,White Urchin,1991,1991-06-17,21.25595238095238,168,0.3530516686154112,4.576072634873401,1991-06-17,435,20.011494252873565,3.858496988511891,0.21940588933533217,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11005,Strongylocentrotus franciscanus,Red Urchin,1991,1991-06-17,55.546875,128,2.3844860765974927,26.977380390511883,1991-06-17,550,47.35636363636364,19.4518094633571,1.1503193649309862,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11006,Strongylocentrotus purpuratus,Purple Urchin,1991,1991-06-17,31.885714285714286,105,1.101828147784289,11.290378782894066,1991-06-17,529,30.589792060491494,8.869615121107081,0.49088603403887243,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,5002,Tethya aurantia,Orange Puffball Sponge,1992,1992-06-22,49.04761904761905,21,4.317593702087918,19.7856999598825,1992-06-22,21,49.04761904761905,19.7856999598825,4.317593702087918,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9003,Haliotis corrugata,Pink Abalone,1992,1992-06-22,128.26666666666668,15,10.973287430712686,42.49935947229741,1992-06-22,15,128.26666666666668,42.49935947229741,10.973287430712686,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9006,Kelletia kelletii,Kellets Whelk,1992,1992-06-22,90.68,25,3.401514956603896,17.00757478301948,1992-06-22,50,94.62,13.102366198515442,2.4052342921220795,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9007,Megastraea undosa,Wavy Turban Snail,1992,1992-06-22,91.93333333333334,45,2.790530725219678,18.71944918467896,1992-06-22,291,76.1340206185567,11.450630830856136,1.0973535452897856,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,9009,Megathura crenulata,Giant Keyhole Limpet,1992,1992-06-22,70,10,2.8982753492378874,9.16515138991168,1992-06-22,135,66.15555555555555,8.426642799769825,0.7888106377466155,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11001,Patiria miniata,Bat Star,1992,1992-06-22,57.74193548387097,31,3.2789073780816786,18.256183648703594,1992-06-22,247,56.388663967611336,14.815605373051849,1.1616131485757635,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11002,Pisaster giganteus,Giant-spined Sea Star,1992,1992-06-22,70.41666666666667,12,16.448344366756412,56.97873628722287,1992-06-22,172,99.11627906976744,27.809799728259186,4.344587911579995,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11003,Pycnopodia helianthoides,Sunflower Star,1992,1992-06-22,240,4,11.180339887498949,22.360679774997898,1992-06-22,15,235.06666666666666,40.396519502041116,5.773502691896257,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11005,Strongylocentrotus franciscanus,Red Urchin,1992,1992-06-22,64.02380952380952,84,3.259208835110232,29.871142385122972,1992-06-22,554,46.61552346570397,21.776152741764943,1.2691032305267274,50.67
10,SC,Santa Cruz Island,YB,Yellow Banks,11006,Strongylocentrotus purpuratus,Purple Urchin,1992,1992-06-22,33.07339449541284,109,1.1450413415103942,11.954582570742637,1992-06-22,920,27.440217391304348,7.982060946820363,0.3941309157372652,50.67
