ReserveStatus,SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanDensity_sqm,StandardError,StandardDeviation,TotalCount,AreaSurveyed_sqm,MeanDepth,MPA_Date,MPA_TotalCount,MPA_Mean,MPA_SD,MPA_SE,MPA_AreaSurveyed_sqm
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-08-31,0.065,0.0207,0.1312,13,200,37,2005-08-28,29,0.145,0.1037,0.0095,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-08-07,0,0,0,0,200,37,2006-07-21,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-08-07,0,0,0,0,200,37,2006-07-21,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-08-07,0.04,0.0147,0.0928,8,200,37,2006-07-21,25,0.125,0.1097,0.01,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-09-18,0,0,0,0,200,37,2007-08-15,4,0.02,0.0514,0.0047,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-09-18,0,0,0,0,200,37,2007-08-15,44,0.22,0.5,0.0456,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-09-18,0.055,0.0175,0.1108,11,200,37,2007-08-15,34,0.17,0.1165,0.0106,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-08-25,0,0,0,0,200,37,2008-08-14,19,0.095,0.142,0.013,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-08-25,0,0,0,0,200,37,2008-08-14,27,0.135,0.2297,0.021,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-08-25,0.065,0.0181,0.1145,13,200,37,2008-08-14,37,0.185,0.1063,0.0097,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-08-31,0,0,0,0,200,37,2009-08-17,34,0.17,0.2722,0.0248,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-08-31,0,0,0,0,200,37,2009-08-17,30,0.15,0.2249,0.0205,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-08-31,0.085,0.0257,0.1626,17,200,37,2009-08-17,61,0.305,0.1815,0.0166,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-09-13,0,0,0,0,200,37,2010-08-13,1,0.005,0.0183,0.0017,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-09-13,0.275,0.1337,0.8457,55,200,37,2010-08-13,195,0.975,1.0159,0.0927,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-09-13,0,0,0,0,200,37,2010-08-13,11,0.055,0.086,0.0078,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-09-13,0,0,0,0,200,37,2010-08-13,562,2.81,4.1417,0.3781,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-09-13,0.075,0.0255,0.1613,15,200,37,2010-08-13,54,0.27,0.1552,0.0142,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-08-30,0.015,0.0084,0.0533,3,200,37,2011-08-05,54,0.27,0.1972,0.018,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-08-30,0.045,0.0316,0.1999,9,200,37,2011-08-05,59,0.295,0.2319,0.0212,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-08-30,0,0,0,0,200,37,2011-08-05,1055,5.275,4.9353,0.4505,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-08-30,0,0,0,0,200,37,2011-08-05,1187,5.935,4.5643,0.4167,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-08-30,0.17,0.0325,0.2053,34,200,37,2011-08-05,107,0.535,0.2135,0.0195,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2012,2012-07-23,0.02,0.012,0.0758,4,200,37,2012-07-22,37,0.185,0.1342,0.0123,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2012,2012-07-23,0.005,0.005,0.0316,1,200,37,2012-07-22,43,0.215,0.1954,0.0178,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-07-23,0,0,0,0,200,37,2012-07-22,51,0.255,0.2952,0.027,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-07-23,0,0,0,0,200,37,2012-07-22,343,1.715,1.4329,0.1308,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2012,2012-07-23,0.155,0.0299,0.1894,31,200,37,2012-07-22,91,0.455,0.187,0.0171,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2012,2012-07-23,0.02,0.0096,0.0608,4,200,37,2012-07-22,7,0.035,0.0537,0.0049,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-08-28,0.005,0.005,0.0316,1,200,37,2013-09-03,26,0.13,0.1193,0.0109,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2013,2013-08-28,0.015,0.0084,0.0533,3,200,37,2013-09-03,102,0.51,0.3533,0.0322,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-08-28,0,0,0,0,200,37,2013-09-03,9,0.045,0.0694,0.0063,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-08-28,0.025,0.0128,0.0809,5,200,37,2013-09-03,2219,11.095,8.3606,0.7632,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-08-28,0.1,0.0238,0.1502,20,200,37,2013-09-03,67,0.335,0.1716,0.0157,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2013,2013-08-28,0.015,0.0084,0.0533,3,200,37,2013-09-03,13,0.065,0.0724,0.0066,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-07-09,0.005,0.005,0.0316,1,200,37,2014-07-20,75,0.375,0.2419,0.0221,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2014,2014-07-09,0.17,0.0627,0.3963,34,200,37,2014-07-20,207,1.035,0.975,0.089,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-07-09,0.14,0.0551,0.3485,28,200,37,2014-07-20,262,1.31,1.0697,0.0976,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-07-09,4.745,2.3613,14.9343,949,200,37,2014-07-20,1664,8.32,9.2975,0.8487,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-07-09,0,0,0,0,200,37,2014-07-20,1,0.005,0.0183,0.0017,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2014,2014-07-09,0,0,0,0,200,37,2014-07-20,1,0.005,0.0183,0.0017,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-08-24,0.095,0.0258,0.1632,19,200,37,2015-08-02,92,0.46,0.2415,0.022,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2015,2015-08-24,0.41,0.0784,0.496,82,200,37,2015-08-02,190,0.95,0.5564,0.0508,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-08-24,0.04,0.0192,0.1215,8,200,37,2015-08-02,1183,5.915,4.9178,0.4489,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2015,2015-08-24,44.49,5.4958,34.7586,8898,200,37,2015-08-02,11971,59.855,28.7772,2.627,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-08-24,0,0,0,0,200,37,2015-08-02,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2015,2015-08-24,0,0,0,0,200,37,2015-08-02,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2016,2016-08-08,0,0,0,0,200,37,2016-08-09,52,0.26,0.2602,0.0238,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2016,2016-08-08,0.38,0.0885,0.5599,76,200,37,2016-08-09,537,2.685,1.028,0.0938,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-08-08,0.355,0.0789,0.4992,71,200,37,2016-08-09,155,0.775,0.5037,0.046,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2016,2016-08-08,68.125,11.3608,71.852,13625,200,37,2016-08-09,26483,132.415,60.4558,5.5188,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-08-08,0,0,0,0,200,37,2016-08-09,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2016,2016-08-08,0,0,0,0,200,37,2016-08-09,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-06-21,0.04,0.0163,0.1033,8,200,37,2017-07-02,149,0.745,0.3259,0.0298,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2017,2017-06-21,0.805,0.0978,0.6185,161,200,37,2017-07-02,368,1.84,0.754,0.0688,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-06-21,3.615,0.4632,2.9297,723,200,37,2017-07-02,1674,8.37,3.421,0.3123,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2017,2017-06-21,10.915,1.5394,9.7359000000000009,2183,200,37,2017-07-02,10957,54.785,25.28,2.3077,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-06-21,0,0,0,0,200,37,2017-07-02,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2017,2017-06-21,0,0,0,0,200,37,2017-07-02,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2018,2018-08-09,0.23,0.0332,0.2103,46,200,37,2018-07-13,184,0.92,0.4565,0.0417,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2018,2018-08-09,0.27,0.0566,0.3582,54,200,37,2018-07-13,1270,6.35,3.6349,0.3318,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-08-09,0.3,0.0595,0.3762,60,200,37,2018-07-13,312,1.56,0.926,0.0845,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2018,2018-08-09,1.77,0.364,2.3021,354,200,37,2018-07-13,2979,14.895,8.5583,0.7813,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-08-09,0,0,0,0,200,37,2018-07-13,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2018,2018-08-09,0,0,0,0,200,37,2018-07-13,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-07-08,0.03,0.0114,0.0723,6,200,37,2019-06-27,101,0.505,0.3079,0.0281,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2019,2019-07-08,2.6,0.2571,1.6261,520,200,37,2019-06-27,953,4.765,1.3983,0.1276,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-07-08,0.05,0.0356,0.2253,10,200,37,2019-06-27,36,0.18,0.2116,0.0193,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2016.5,Sargassum horneri,Devil Weed (Juvenile),2019,2019-07-08,0.22,0.0925,0.5849,44,200,37,2019-06-27,1299,6.495,4.972,0.4539,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-07-08,0,0,0,0,200,37,2019-06-27,0,0,0,0,600
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,11011,Pisaster ochraceus,Ochre Sea Star,2019,2019-07-08,0,0,0,0,200,37,2019-06-27,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-08-18,0,0,0,0,200,40,2005-08-28,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-08-18,0,0,0,0,200,40,2005-08-28,4,0.02,0.0514,0.0047,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-08-18,0.025,0.0106,0.067,5,200,40,2005-08-28,29,0.145,0.1037,0.0095,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-06-05,0,0,0,0,200,40,2006-07-21,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-06-05,0,0,0,0,200,40,2006-07-21,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-06-05,0.065,0.0242,0.1528,13,200,40,2006-07-21,25,0.125,0.1097,0.01,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-06-18,0,0,0,0,200,40,2007-08-15,4,0.02,0.0514,0.0047,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-06-18,0,0,0,0,200,40,2007-08-15,44,0.22,0.5,0.0456,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-06-18,0.06,0.0163,0.1033,12,200,40,2007-08-15,34,0.17,0.1165,0.0106,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-07-09,0,0,0,0,200,40,2008-08-14,19,0.095,0.142,0.013,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-07-09,0,0,0,0,200,40,2008-08-14,27,0.135,0.2297,0.021,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-07-09,0.06,0.0147,0.0928,12,200,40,2008-08-14,37,0.185,0.1063,0.0097,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-06-15,0,0,0,0,200,40,2009-08-17,34,0.17,0.2722,0.0248,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-06-15,0,0,0,0,200,40,2009-08-17,30,0.15,0.2249,0.0205,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-06-15,0.145,0.0365,0.2309,29,200,40,2009-08-17,61,0.305,0.1815,0.0166,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-07-12,0,0,0,0,200,40,2010-08-13,1,0.005,0.0183,0.0017,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-07-12,0.7,0.2334,1.476,140,200,40,2010-08-13,195,0.975,1.0159,0.0927,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-07-12,0.055,0.0226,0.1431,11,200,40,2010-08-13,11,0.055,0.086,0.0078,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-07-12,2.81,1.0833,6.8514,562,200,40,2010-08-13,562,2.81,4.1417,0.3781,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-07-12,0.09,0.0248,0.1566,18,200,40,2010-08-13,54,0.27,0.1552,0.0142,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-06-28,0.255,0.043,0.2717,51,200,40,2011-08-05,54,0.27,0.1972,0.018,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-06-28,0.25,0.0468,0.2961,50,200,40,2011-08-05,59,0.295,0.2319,0.0212,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-06-28,5.275,1.1758,7.4361,1055,200,40,2011-08-05,1055,5.275,4.9353,0.4505,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-06-28,5.935,0.9935,6.2835,1187,200,40,2011-08-05,1187,5.935,4.5643,0.4167,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-06-28,0.1,0.0238,0.1502,20,200,40,2011-08-05,107,0.535,0.2135,0.0195,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2012,2012-06-27,0.165,0.0285,0.1805,33,200,40,2012-07-22,37,0.185,0.1342,0.0123,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2012,2012-06-27,0.21,0.0464,0.2933,42,200,40,2012-07-22,43,0.215,0.1954,0.0178,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-06-27,0.255,0.0744,0.4707,51,200,40,2012-07-22,51,0.255,0.2952,0.027,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-06-27,1.715,0.3261,2.0626,343,200,40,2012-07-22,343,1.715,1.4329,0.1308,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2012,2012-06-27,0.12,0.0266,0.1682,24,200,40,2012-07-22,91,0.455,0.187,0.0171,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11011,Pisaster ochraceus,Ochre Sea Star,2012,2012-06-27,0,0,0,0,200,40,2012-07-22,7,0.035,0.0537,0.0049,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-09-18,0.125,0.0284,0.1794,25,200,40,2013-09-03,26,0.13,0.1193,0.0109,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2013,2013-09-18,0.495,0.0734,0.4641,99,200,40,2013-09-03,102,0.51,0.3533,0.0322,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-09-18,0.045,0.0182,0.1154,9,200,40,2013-09-03,9,0.045,0.0694,0.0063,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-09-18,11.07,1.8005,11.3874,2214,200,40,2013-09-03,2219,11.095,8.3606,0.7632,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-09-18,0.15,0.0326,0.2063,30,200,40,2013-09-03,67,0.335,0.1716,0.0157,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11011,Pisaster ochraceus,Ochre Sea Star,2013,2013-09-18,0.005,0.005,0.0316,1,200,40,2013-09-03,13,0.065,0.0724,0.0066,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-06-24,0.345,0.0486,0.3071,69,200,40,2014-07-20,75,0.375,0.2419,0.0221,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2014,2014-06-24,0.265,0.0782,0.4949,53,200,40,2014-07-20,207,1.035,0.975,0.089,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-06-24,1.17,0.2516,1.5914,234,200,40,2014-07-20,262,1.31,1.0697,0.0976,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-06-24,3.405,0.8549,5.4066,681,200,40,2014-07-20,1664,8.32,9.2975,0.8487,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-06-24,0.005,0.005,0.0316,1,200,40,2014-07-20,1,0.005,0.0183,0.0017,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11011,Pisaster ochraceus,Ochre Sea Star,2014,2014-06-24,0.005,0.005,0.0316,1,200,40,2014-07-20,1,0.005,0.0183,0.0017,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-05-28,0.29,0.0475,0.3003,58,200,40,2015-08-02,92,0.46,0.2415,0.022,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2015,2015-05-28,0.07,0.0273,0.1728,14,200,40,2015-08-02,190,0.95,0.5564,0.0508,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-05-28,5.875,1.1218,7.0949,1175,200,40,2015-08-02,1183,5.915,4.9178,0.4489,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2015,2015-05-28,1.745,0.5184,3.2785,349,200,40,2015-08-02,11971,59.855,28.7772,2.627,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-05-28,0,0,0,0,200,40,2015-08-02,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11011,Pisaster ochraceus,Ochre Sea Star,2015,2015-05-28,0,0,0,0,200,40,2015-08-02,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2016,2016-07-27,0.225,0.0649,0.4106,45,200,40,2016-08-09,52,0.26,0.2602,0.0238,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2016,2016-07-27,0.315,0.055,0.3476,63,200,40,2016-08-09,537,2.685,1.028,0.0938,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-07-27,0.375,0.1046,0.6613,75,200,40,2016-08-09,155,0.775,0.5037,0.046,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2016.5,Sargassum horneri,Devil Weed (Juvenile),2016,2016-07-27,3.535,1.1057,6.9931,707,200,40,2016-08-09,26483,132.415,60.4558,5.5188,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-07-27,0,0,0,0,200,40,2016-08-09,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,11011,Pisaster ochraceus,Ochre Sea Star,2016,2016-07-27,0,0,0,0,200,40,2016-08-09,0,0,0,0,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-06-07,0.25,0.041,0.2592,50,200,40,2017-07-02,149,0.745,0.3259,0.0298,600
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2017,2017-06-07,0.13,0.045,0.2848,26,200,40,2017-07-02,368,1.84,0.754,0.0688,600
